resource,hs_code,partner,partner_iso,trade_value_usd,year,data_source
Rare earths,284610,China,CHN,501093.394,2023,UN Comtrade API
Rare earths,284610,China,CHN,117127.133,2023,UN Comtrade API
Rare earths,284610,China,CHN,289018.118,2023,UN Comtrade API
Rare earths,284610,China,CHN,94948.143,2023,UN Comtrade API
Rare earths,284610,China,CHN,181084.439,2023,UN Comtrade API
Rare earths,284610,China,CHN,181084.439,2023,UN Comtrade API
Rare earths,284610,Russian Federation,RUS,4713.39,2023,UN Comtrade API
Rare earths,284610,Russian Federation,RUS,4713.39,2023,UN Comtrade API
Rare earths,284610,Russian Federation,RUS,4713.39,2023,UN Comtrade API
Rare earths,284610,Russian Federation,RUS,4713.39,2023,UN Comtrade API
Rare earths,284610,USA,USA,1063541.537,2023,UN Comtrade API
Rare earths,284610,USA,USA,758573.343,2023,UN Comtrade API
Rare earths,284610,USA,USA,33652.272,2023,UN Comtrade API
Rare earths,284610,USA,USA,271315.922,2023,UN Comtrade API
Rare earths,284610,USA,USA,1063541.537,2023,UN Comtrade API
Rare earths,284610,USA,USA,758573.343,2023,UN Comtrade API
Rare earths,284610,USA,USA,33652.272,2023,UN Comtrade API
Rare earths,284610,USA,USA,271315.922,2023,UN Comtrade API
Rare earths,284610,China,CHN,559284.031,2023,UN Comtrade API
Rare earths,284610,USA,USA,17573.859,2023,UN Comtrade API
Rare earths,284610,China,CHN,164583.14,2023,UN Comtrade API
Rare earths,284610,USA,USA,63181.769,2023,UN Comtrade API
Rare earths,284610,Chile,CHL,105.38,2023,UN Comtrade API
Rare earths,284610,Chile,CHL,105.38,2023,UN Comtrade API
Rare earths,284610,Chile,CHL,105.38,2023,UN Comtrade API
Rare earths,284610,Chile,CHL,105.38,2023,UN Comtrade API
Rare earths,284610,China,CHN,147122.826,2023,UN Comtrade API
Rare earths,284610,China,CHN,124274.149,2023,UN Comtrade API
Rare earths,284610,China,CHN,22848.676,2023,UN Comtrade API
Rare earths,284610,China,CHN,126248.178,2023,UN Comtrade API
Rare earths,284610,China,CHN,124274.149,2023,UN Comtrade API
Rare earths,284610,China,CHN,1974.029,2023,UN Comtrade API
Rare earths,284610,China,CHN,20874.648,2023,UN Comtrade API
Rare earths,284610,China,CHN,20874.648,2023,UN Comtrade API
Rare earths,284610,USA,USA,6877.42,2023,UN Comtrade API
Rare earths,284610,USA,USA,1183.632,2023,UN Comtrade API
Rare earths,284610,USA,USA,5693.788,2023,UN Comtrade API
Rare earths,284610,USA,USA,1183.632,2023,UN Comtrade API
Rare earths,284610,USA,USA,1183.632,2023,UN Comtrade API
Rare earths,284610,USA,USA,5693.788,2023,UN Comtrade API
Rare earths,284610,USA,USA,5693.788,2023,UN Comtrade API
Rare earths,284610,China,CHN,58142.709,2023,UN Comtrade API
Rare earths,284610,China,CHN,58142.709,2023,UN Comtrade API
Rare earths,284610,China,CHN,58142.709,2023,UN Comtrade API
Rare earths,284610,China,CHN,58142.709,2023,UN Comtrade API
Rare earths,284610,USA,USA,170.088,2023,UN Comtrade API
Rare earths,284610,USA,USA,170.088,2023,UN Comtrade API
Rare earths,284610,USA,USA,170.088,2023,UN Comtrade API
Rare earths,284610,USA,USA,170.088,2023,UN Comtrade API
Rare earths,284610,China,CHN,788.245,2023,UN Comtrade API
Rare earths,284610,China,CHN,788.245,2023,UN Comtrade API
Rare earths,284610,China,CHN,788.245,2023,UN Comtrade API
Rare earths,284610,China,CHN,788.245,2023,UN Comtrade API
Rare earths,284610,China,CHN,1360.701,2023,UN Comtrade API
Rare earths,284610,China,CHN,1360.701,2023,UN Comtrade API
Rare earths,284610,China,CHN,365.252,2023,UN Comtrade API
Rare earths,284610,China,CHN,365.252,2023,UN Comtrade API
Rare earths,284610,China,CHN,365.252,2023,UN Comtrade API
Rare earths,284610,China,CHN,365.252,2023,UN Comtrade API
Rare earths,284610,China,CHN,4017.775,2023,UN Comtrade API
Rare earths,284610,China,CHN,4017.775,2023,UN Comtrade API
Rare earths,284610,China,CHN,4017.775,2023,UN Comtrade API
Rare earths,284610,China,CHN,4017.775,2023,UN Comtrade API
Rare earths,284610,Chile,CHL,105.38,2023,UN Comtrade API
Rare earths,284610,Chile,CHL,105.38,2023,UN Comtrade API
Rare earths,284610,Chile,CHL,105.38,2023,UN Comtrade API
Rare earths,284610,Chile,CHL,105.38,2023,UN Comtrade API
Rare earths,284610,China,CHN,528058.824,2023,UN Comtrade API
Rare earths,284610,China,CHN,3790.991,2023,UN Comtrade API
Rare earths,284610,China,CHN,521942.212,2023,UN Comtrade API
Rare earths,284610,China,CHN,2325.621,2023,UN Comtrade API
Rare earths,284610,China,CHN,465827.471,2023,UN Comtrade API
Rare earths,284610,China,CHN,92030.486,2023,UN Comtrade API
Rare earths,284610,China,CHN,373796.984,2023,UN Comtrade API
Rare earths,284610,China,CHN,284743.031,2023,UN Comtrade API
Rare earths,284610,China,CHN,92030.486,2023,UN Comtrade API
Rare earths,284610,China,CHN,192712.545,2023,UN Comtrade API
Rare earths,284610,China,CHN,181084.439,2023,UN Comtrade API
Rare earths,284610,China,CHN,181084.439,2023,UN Comtrade API
Rare earths,284610,China,CHN,124274.149,2023,UN Comtrade API
Rare earths,284610,China,CHN,124274.149,2023,UN Comtrade API
Rare earths,284610,China,CHN,124274.149,2023,UN Comtrade API
Rare earths,284610,China,CHN,124274.149,2023,UN Comtrade API
Rare earths,284610,China,CHN,2335.434,2023,UN Comtrade API
Rare earths,284610,China,CHN,2335.434,2023,UN Comtrade API
Rare earths,284610,China,CHN,2335.434,2023,UN Comtrade API
Rare earths,284610,China,CHN,2335.434,2023,UN Comtrade API
Rare earths,284610,USA,USA,262407.038,2023,UN Comtrade API
Rare earths,284610,USA,USA,262407.038,2023,UN Comtrade API
Rare earths,284610,USA,USA,262407.038,2023,UN Comtrade API
Rare earths,284610,USA,USA,262407.038,2023,UN Comtrade API
Rare earths,284610,China,CHN,19666.211,2023,UN Comtrade API
Rare earths,284610,China,CHN,19666.211,2023,UN Comtrade API
Rare earths,284610,China,CHN,19666.211,2023,UN Comtrade API
Rare earths,284610,China,CHN,19666.211,2023,UN Comtrade API
Rare earths,284610,USA,USA,2846.537,2023,UN Comtrade API
Rare earths,284610,USA,USA,2846.537,2023,UN Comtrade API
Rare earths,284610,USA,USA,2846.537,2023,UN Comtrade API
Rare earths,284610,USA,USA,2846.537,2023,UN Comtrade API
Rare earths,284610,China,CHN,783.929,2023,UN Comtrade API
Rare earths,284610,China,CHN,381.607,2023,UN Comtrade API
Rare earths,284610,China,CHN,402.323,2023,UN Comtrade API
Rare earths,284610,USA,USA,9373.354,2023,UN Comtrade API
Rare earths,284610,USA,USA,9373.354,2023,UN Comtrade API
Rare earths,284610,China,CHN,420.192,2023,UN Comtrade API
Rare earths,284610,China,CHN,420.192,2023,UN Comtrade API
Rare earths,284610,China,CHN,420.192,2023,UN Comtrade API
Rare earths,284610,China,CHN,420.192,2023,UN Comtrade API
Rare earths,284610,USA,USA,2847.251,2023,UN Comtrade API
Rare earths,284610,USA,USA,2847.251,2023,UN Comtrade API
Rare earths,284610,USA,USA,2847.251,2023,UN Comtrade API
Rare earths,284610,USA,USA,2847.251,2023,UN Comtrade API
Rare earths,284610,China,CHN,10243.418,2023,UN Comtrade API
Rare earths,284610,China,CHN,10243.418,2023,UN Comtrade API
Rare earths,284610,China,CHN,10243.418,2023,UN Comtrade API
Rare earths,284610,China,CHN,10243.418,2023,UN Comtrade API
Rare earths,284610,China,CHN,68.689,2023,UN Comtrade API
Rare earths,284610,China,CHN,68.689,2023,UN Comtrade API
Rare earths,284610,China,CHN,68.689,2023,UN Comtrade API
Rare earths,284610,China,CHN,68.689,2023,UN Comtrade API
Rare earths,284610,USA,USA,106.85,2023,UN Comtrade API
Rare earths,284610,USA,USA,106.85,2023,UN Comtrade API
Rare earths,284610,USA,USA,106.85,2023,UN Comtrade API
Rare earths,284610,USA,USA,106.85,2023,UN Comtrade API
Rare earths,284610,China,CHN,5246.549,2023,UN Comtrade API
Rare earths,284610,China,CHN,5246.549,2023,UN Comtrade API
Rare earths,284610,China,CHN,5246.549,2023,UN Comtrade API
Rare earths,284610,China,CHN,5246.549,2023,UN Comtrade API
Rare earths,284610,China,CHN,92347.765,2023,UN Comtrade API
Rare earths,284610,China,CHN,92347.765,2023,UN Comtrade API
Rare earths,284610,China,CHN,92347.765,2023,UN Comtrade API
Rare earths,284610,China,CHN,92347.765,2023,UN Comtrade API
Rare earths,284610,China,CHN,44270.755,2023,UN Comtrade API
Rare earths,284610,China,CHN,44270.755,2023,UN Comtrade API
Rare earths,284610,USA,USA,3.271,2023,UN Comtrade API
Rare earths,284610,USA,USA,3.271,2023,UN Comtrade API
Rare earths,284610,USA,USA,3.271,2023,UN Comtrade API
Rare earths,284610,USA,USA,3.271,2023,UN Comtrade API
Rare earths,284610,China,CHN,1974.029,2023,UN Comtrade API
Rare earths,284610,China,CHN,1974.029,2023,UN Comtrade API
Rare earths,284610,China,CHN,1974.029,2023,UN Comtrade API
Rare earths,284610,China,CHN,1974.029,2023,UN Comtrade API
Rare earths,284610,China,CHN,10794.022,2023,UN Comtrade API
Rare earths,284610,China,CHN,10794.022,2023,UN Comtrade API
Rare earths,284610,China,CHN,28466.78,2023,UN Comtrade API
Rare earths,284610,China,CHN,28466.78,2023,UN Comtrade API
Rare earths,284610,China,CHN,28466.78,2023,UN Comtrade API
Rare earths,284610,China,CHN,28466.78,2023,UN Comtrade API
Rare earths,284610,USA,USA,9420.237,2023,UN Comtrade API
Rare earths,284610,USA,USA,2527.328,2023,UN Comtrade API
Rare earths,284610,USA,USA,6892.91,2023,UN Comtrade API
Rare earths,284610,USA,USA,9420.237,2023,UN Comtrade API
Rare earths,284610,USA,USA,2527.328,2023,UN Comtrade API
Rare earths,284610,USA,USA,6892.91,2023,UN Comtrade API
Rare earths,284610,USA,USA,1.09,2023,UN Comtrade API
Rare earths,284610,USA,USA,1.09,2023,UN Comtrade API
Rare earths,284610,USA,USA,1.09,2023,UN Comtrade API
Rare earths,284610,USA,USA,1.09,2023,UN Comtrade API
Rare earths,284610,USA,USA,8.722,2023,UN Comtrade API
Rare earths,284610,USA,USA,8.722,2023,UN Comtrade API
Rare earths,284610,USA,USA,8.722,2023,UN Comtrade API
Rare earths,284610,USA,USA,8.722,2023,UN Comtrade API
Rare earths,284610,USA,USA,34557.225,2023,UN Comtrade API
Rare earths,284610,USA,USA,34557.225,2023,UN Comtrade API
Rare earths,284610,USA,USA,34557.225,2023,UN Comtrade API
Rare earths,284610,USA,USA,34557.225,2023,UN Comtrade API
Rare earths,284610,China,CHN,616.022,2023,UN Comtrade API
Rare earths,284610,China,CHN,616.022,2023,UN Comtrade API
Rare earths,284610,China,CHN,616.022,2023,UN Comtrade API
Rare earths,284610,China,CHN,616.022,2023,UN Comtrade API
Rare earths,284610,China,CHN,14540.311,2023,UN Comtrade API
Rare earths,284610,China,CHN,14540.311,2023,UN Comtrade API
Rare earths,284610,China,CHN,5.452,2023,UN Comtrade API
Rare earths,284610,China,CHN,5.452,2023,UN Comtrade API
Rare earths,284610,China,CHN,5.452,2023,UN Comtrade API
Rare earths,284610,China,CHN,5.452,2023,UN Comtrade API
Rare earths,284610,USA,USA,1.09,2023,UN Comtrade API
Rare earths,284610,USA,USA,1.09,2023,UN Comtrade API
Rare earths,284610,USA,USA,1.09,2023,UN Comtrade API
Rare earths,284610,USA,USA,1.09,2023,UN Comtrade API
Rare earths,284610,China,CHN,38269.715,2023,UN Comtrade API
Rare earths,284610,China,CHN,38269.715,2023,UN Comtrade API
Rare earths,284610,China,CHN,21.806,2023,UN Comtrade API
Rare earths,284610,China,CHN,21.806,2023,UN Comtrade API
Rare earths,284610,China,CHN,1246.219,2023,UN Comtrade API
Rare earths,284610,China,CHN,1246.219,2023,UN Comtrade API
Rare earths,284610,China,CHN,1246.219,2023,UN Comtrade API
Rare earths,284610,China,CHN,1246.219,2023,UN Comtrade API
Rare earths,284610,China,CHN,6165.676,2023,UN Comtrade API
Rare earths,284610,China,CHN,1773.927,2023,UN Comtrade API
Rare earths,284610,China,CHN,4391.75,2023,UN Comtrade API
Rare earths,284610,China,CHN,6165.676,2023,UN Comtrade API
Rare earths,284610,China,CHN,1773.927,2023,UN Comtrade API
Rare earths,284610,China,CHN,4391.75,2023,UN Comtrade API
Rare earths,284610,USA,USA,2188.243,2023,UN Comtrade API
Rare earths,284610,USA,USA,352.169,2023,UN Comtrade API
Rare earths,284610,USA,USA,1836.074,2023,UN Comtrade API
Rare earths,284610,USA,USA,2188.243,2023,UN Comtrade API
Rare earths,284610,USA,USA,352.169,2023,UN Comtrade API
Rare earths,284610,USA,USA,1836.074,2023,UN Comtrade API
Rare earths,284610,USA,USA,54483.644,2023,UN Comtrade API
Rare earths,284610,USA,USA,53520.905,2023,UN Comtrade API
Rare earths,284610,USA,USA,121.024,2023,UN Comtrade API
Rare earths,284610,USA,USA,797.013,2023,UN Comtrade API
Rare earths,284610,USA,USA,44.703,2023,UN Comtrade API
Rare earths,284610,China,CHN,7082.623,2023,UN Comtrade API
Rare earths,284610,China,CHN,3124.815,2023,UN Comtrade API
Rare earths,284610,China,CHN,3957.808,2023,UN Comtrade API
Rare earths,284610,China,CHN,7082.623,2023,UN Comtrade API
Rare earths,284610,China,CHN,3124.815,2023,UN Comtrade API
Rare earths,284610,China,CHN,3957.808,2023,UN Comtrade API
Rare earths,284610,Russian Federation,RUS,4713.39,2023,UN Comtrade API
Rare earths,284610,Russian Federation,RUS,4713.39,2023,UN Comtrade API
Rare earths,284610,Russian Federation,RUS,4713.39,2023,UN Comtrade API
Rare earths,284610,Russian Federation,RUS,4713.39,2023,UN Comtrade API
Rare earths,284610,USA,USA,754677.682,2023,UN Comtrade API
Rare earths,284610,USA,USA,723552.738,2023,UN Comtrade API
Rare earths,284610,USA,USA,31124.944,2023,UN Comtrade API
Rare earths,284610,USA,USA,754677.682,2023,UN Comtrade API
Rare earths,284610,USA,USA,723552.738,2023,UN Comtrade API
Rare earths,284610,USA,USA,31124.944,2023,UN Comtrade API
Rare earths,284610,USA,USA,1183.632,2023,UN Comtrade API
Rare earths,284610,USA,USA,1183.632,2023,UN Comtrade API
Rare earths,284610,USA,USA,1183.632,2023,UN Comtrade API
Rare earths,284610,USA,USA,1183.632,2023,UN Comtrade API
Copper,260300,Australia,AUS,264.944,2023,UN Comtrade API
Copper,260300,Australia,AUS,264.944,2023,UN Comtrade API
Copper,260300,Brazil,BRA,526.617,2023,UN Comtrade API
Copper,260300,Brazil,BRA,526.617,2023,UN Comtrade API
Copper,260300,USA,USA,6985.586,2023,UN Comtrade API
Copper,260300,USA,USA,2522.966,2023,UN Comtrade API
Copper,260300,USA,USA,4348.137,2023,UN Comtrade API
Copper,260300,USA,USA,114.482,2023,UN Comtrade API
Copper,260300,Australia,AUS,320059781.791,2023,UN Comtrade API
Copper,260300,Australia,AUS,1075.041,2023,UN Comtrade API
Copper,260300,Australia,AUS,320058469.064,2023,UN Comtrade API
Copper,260300,Australia,AUS,9.813,2023,UN Comtrade API
Copper,260300,Australia,AUS,227.874,2023,UN Comtrade API
Copper,260300,Australia,AUS,320059781.791,2023,UN Comtrade API
Copper,260300,Australia,AUS,1075.041,2023,UN Comtrade API
Copper,260300,Australia,AUS,320058469.064,2023,UN Comtrade API
Copper,260300,Australia,AUS,9.813,2023,UN Comtrade API
Copper,260300,Australia,AUS,227.874,2023,UN Comtrade API
Copper,260300,Brazil,BRA,960438395.362,2023,UN Comtrade API
Copper,260300,Brazil,BRA,2022.516,2023,UN Comtrade API
Copper,260300,Brazil,BRA,687747894.873,2023,UN Comtrade API
Copper,260300,Brazil,BRA,272688477.973,2023,UN Comtrade API
Copper,260300,Brazil,BRA,960438395.362,2023,UN Comtrade API
Copper,260300,Brazil,BRA,2022.516,2023,UN Comtrade API
Copper,260300,Brazil,BRA,687747894.873,2023,UN Comtrade API
Copper,260300,Brazil,BRA,272688477.973,2023,UN Comtrade API
Copper,260300,Chile,CHL,483461426.984,2023,UN Comtrade API
Copper,260300,Chile,CHL,1131.737,2023,UN Comtrade API
Copper,260300,Chile,CHL,483460295.248,2023,UN Comtrade API
Copper,260300,Chile,CHL,483461426.984,2023,UN Comtrade API
Copper,260300,Chile,CHL,1131.737,2023,UN Comtrade API
Copper,260300,Chile,CHL,483460295.248,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,36242862.225,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,36242862.225,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,36242862.225,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,36242862.225,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,554583791.215,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,20.716,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,491835699.705,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,62748070.794,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,554583791.215,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,20.716,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,491835699.705,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,62748070.794,2023,UN Comtrade API
Copper,260300,Morocco,MAR,7219395.222,2023,UN Comtrade API
Copper,260300,Morocco,MAR,7219395.222,2023,UN Comtrade API
Copper,260300,Morocco,MAR,7219395.222,2023,UN Comtrade API
Copper,260300,Morocco,MAR,7219395.222,2023,UN Comtrade API
Copper,260300,USA,USA,77362.61,2023,UN Comtrade API
Copper,260300,USA,USA,25472.802,2023,UN Comtrade API
Copper,260300,USA,USA,51631.406,2023,UN Comtrade API
Copper,260300,USA,USA,258.402,2023,UN Comtrade API
Copper,260300,USA,USA,77362.61,2023,UN Comtrade API
Copper,260300,USA,USA,25472.802,2023,UN Comtrade API
Copper,260300,USA,USA,51631.406,2023,UN Comtrade API
Copper,260300,USA,USA,258.402,2023,UN Comtrade API
Copper,260300,USA,USA,3534.667,2023,UN Comtrade API
Copper,260300,Australia,AUS,4163.965,2023,UN Comtrade API
Copper,260300,Brazil,BRA,4338.05,2023,UN Comtrade API
Copper,260300,Chile,CHL,22984.527,2023,UN Comtrade API
Copper,260300,China,CHN,152575.652,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,4200.729,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,14070207.952,2023,UN Comtrade API
Copper,260300,Morocco,MAR,861.771,2023,UN Comtrade API
Copper,260300,Russian Federation,RUS,48888.479,2023,UN Comtrade API
Copper,260300,South Africa,ZAF,7099.61,2023,UN Comtrade API
Copper,260300,USA,USA,56202.18,2023,UN Comtrade API
Copper,260300,Brazil,BRA,220430568.068,2023,UN Comtrade API
Copper,260300,Brazil,BRA,220430568.068,2023,UN Comtrade API
Copper,260300,Brazil,BRA,220430568.068,2023,UN Comtrade API
Copper,260300,Brazil,BRA,220430568.068,2023,UN Comtrade API
Copper,260300,Chile,CHL,371803264.881,2023,UN Comtrade API
Copper,260300,Chile,CHL,371803264.881,2023,UN Comtrade API
Copper,260300,Chile,CHL,371803264.881,2023,UN Comtrade API
Copper,260300,Chile,CHL,371803264.881,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,80237338.995,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,80237338.995,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,80237338.995,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,80237338.995,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,700567486.61,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,700567486.61,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,700567486.61,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,700567486.61,2023,UN Comtrade API
Copper,260300,Morocco,MAR,25896934.377,2023,UN Comtrade API
Copper,260300,Morocco,MAR,25896934.377,2023,UN Comtrade API
Copper,260300,Morocco,MAR,25896934.377,2023,UN Comtrade API
Copper,260300,Morocco,MAR,25896934.377,2023,UN Comtrade API
Copper,260300,South Africa,ZAF,9224099.405,2023,UN Comtrade API
Copper,260300,South Africa,ZAF,9224099.405,2023,UN Comtrade API
Copper,260300,South Africa,ZAF,9224099.405,2023,UN Comtrade API
Copper,260300,South Africa,ZAF,9224099.405,2023,UN Comtrade API
Copper,260300,USA,USA,64012627.974,2023,UN Comtrade API
Copper,260300,USA,USA,64012627.974,2023,UN Comtrade API
Copper,260300,USA,USA,64012627.974,2023,UN Comtrade API
Copper,260300,USA,USA,64012627.974,2023,UN Comtrade API
Copper,260300,Australia,AUS,320059771.979,2023,UN Comtrade API
Copper,260300,Australia,AUS,1075.041,2023,UN Comtrade API
Copper,260300,Australia,AUS,320058469.064,2023,UN Comtrade API
Copper,260300,Australia,AUS,227.874,2023,UN Comtrade API
Copper,260300,Australia,AUS,320059771.979,2023,UN Comtrade API
Copper,260300,Australia,AUS,1075.041,2023,UN Comtrade API
Copper,260300,Australia,AUS,320058469.064,2023,UN Comtrade API
Copper,260300,Australia,AUS,227.874,2023,UN Comtrade API
Copper,260300,Brazil,BRA,77.412,2023,UN Comtrade API
Copper,260300,Brazil,BRA,77.412,2023,UN Comtrade API
Copper,260300,Brazil,BRA,77.412,2023,UN Comtrade API
Copper,260300,Brazil,BRA,77.412,2023,UN Comtrade API
Copper,260300,Chile,CHL,18407.624,2023,UN Comtrade API
Copper,260300,Chile,CHL,18407.624,2023,UN Comtrade API
Copper,260300,Chile,CHL,18407.624,2023,UN Comtrade API
Copper,260300,Chile,CHL,18407.624,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,8500.02,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,8500.02,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,8500.02,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,8500.02,2023,UN Comtrade API
Copper,260300,Brazil,BRA,526.617,2023,UN Comtrade API
Copper,260300,Brazil,BRA,526.617,2023,UN Comtrade API
Copper,260300,Brazil,BRA,623933296.196,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1200.426,2023,UN Comtrade API
Copper,260300,Brazil,BRA,623932095.77,2023,UN Comtrade API
Copper,260300,Brazil,BRA,623933296.196,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1200.426,2023,UN Comtrade API
Copper,260300,Brazil,BRA,623932095.77,2023,UN Comtrade API
Copper,260300,Brazil,BRA,220430568.068,2023,UN Comtrade API
Copper,260300,Brazil,BRA,220430568.068,2023,UN Comtrade API
Copper,260300,Brazil,BRA,220430568.068,2023,UN Comtrade API
Copper,260300,Brazil,BRA,220430568.068,2023,UN Comtrade API
Copper,260300,Brazil,BRA,41637324.128,2023,UN Comtrade API
Copper,260300,Brazil,BRA,41637324.128,2023,UN Comtrade API
Copper,260300,Brazil,BRA,41637324.128,2023,UN Comtrade API
Copper,260300,Brazil,BRA,41637324.128,2023,UN Comtrade API
Copper,260300,Chile,CHL,416653995.975,2023,UN Comtrade API
Copper,260300,Chile,CHL,1048.874,2023,UN Comtrade API
Copper,260300,Chile,CHL,416652947.101,2023,UN Comtrade API
Copper,260300,Chile,CHL,416653995.975,2023,UN Comtrade API
Copper,260300,Chile,CHL,1048.874,2023,UN Comtrade API
Copper,260300,Chile,CHL,416652947.101,2023,UN Comtrade API
Copper,260300,Chile,CHL,371803264.881,2023,UN Comtrade API
Copper,260300,Chile,CHL,371803264.881,2023,UN Comtrade API
Copper,260300,Chile,CHL,371803264.881,2023,UN Comtrade API
Copper,260300,Chile,CHL,371803264.881,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1060.867,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1060.867,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1060.867,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1060.867,2023,UN Comtrade API
Copper,260300,Australia,AUS,264.944,2023,UN Comtrade API
Copper,260300,Australia,AUS,264.944,2023,UN Comtrade API
Copper,260300,USA,USA,63.238,2023,UN Comtrade API
Copper,260300,USA,USA,63.238,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,159352804.242,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,159352804.242,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,159352804.242,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,159352804.242,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,700567486.61,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,700567486.61,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,700567486.61,2023,UN Comtrade API
Copper,260300,Indonesia,IDN,700567486.61,2023,UN Comtrade API
Copper,260300,Brazil,BRA,26045.212,2023,UN Comtrade API
Copper,260300,Brazil,BRA,26045.212,2023,UN Comtrade API
Copper,260300,Brazil,BRA,26045.212,2023,UN Comtrade API
Copper,260300,Brazil,BRA,26045.212,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1.09,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1.09,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1.09,2023,UN Comtrade API
Copper,260300,Brazil,BRA,1.09,2023,UN Comtrade API
Copper,260300,USA,USA,64012627.974,2023,UN Comtrade API
Copper,260300,USA,USA,64012627.974,2023,UN Comtrade API
Copper,260300,USA,USA,64012627.974,2023,UN Comtrade API
Copper,260300,USA,USA,64012627.974,2023,UN Comtrade API
Copper,260300,Morocco,MAR,7219395.222,2023,UN Comtrade API
Copper,260300,Morocco,MAR,7219395.222,2023,UN Comtrade API
Copper,260300,Morocco,MAR,7219395.222,2023,UN Comtrade API
Copper,260300,Morocco,MAR,7219395.222,2023,UN Comtrade API
Copper,260300,Morocco,MAR,25896934.377,2023,UN Comtrade API
Copper,260300,Morocco,MAR,25896934.377,2023,UN Comtrade API
Copper,260300,Morocco,MAR,25896934.377,2023,UN Comtrade API
Copper,260300,Morocco,MAR,25896934.377,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,16417802.576,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,16417802.576,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,16417802.576,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,16417802.576,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,14162419.741,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,14162419.741,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,14162419.741,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,14162419.741,2023,UN Comtrade API
Copper,260300,Chile,CHL,40873055.03,2023,UN Comtrade API
Copper,260300,Chile,CHL,40873055.03,2023,UN Comtrade API
Copper,260300,Chile,CHL,40873055.03,2023,UN Comtrade API
Copper,260300,Chile,CHL,40873055.03,2023,UN Comtrade API
Copper,260300,Brazil,BRA,811.187,2023,UN Comtrade API
Copper,260300,Brazil,BRA,811.187,2023,UN Comtrade API
Copper,260300,Brazil,BRA,811.187,2023,UN Comtrade API
Copper,260300,Brazil,BRA,811.187,2023,UN Comtrade API
Copper,260300,Chile,CHL,25915885.492,2023,UN Comtrade API
Copper,260300,Chile,CHL,25915885.492,2023,UN Comtrade API
Copper,260300,Chile,CHL,25915885.492,2023,UN Comtrade API
Copper,260300,Chile,CHL,25915885.492,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,36242862.225,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,36242862.225,2023,UN Comtrade API
Copper,260300,Dem. Rep. of the Congo,COD,36242862.225,2023,UN Comtrade API
